fpr,tpr,risk_score_threshold
0.020080736983749094,0.855457227138643,93.6
0.020287754890798055,0.855457227138643,93.5
0.020598281751371492,0.855457227138643,93.4
0.021943898147189733,0.855457227138643,93.3
0.02225442500776317,0.855457227138643,93.2
0.02287547872891005,0.8613569321533924,93.1
0.023082496635959012,0.8613569321533924,93.0
0.02339302349653245,0.8613569321533924,92.9
0.02391056826415485,0.8613569321533924,92.8
0.02453162198530173,0.8613569321533924,92.7
0.025152675706448607,0.8613569321533924,92.5
0.02556671152054653,0.8613569321533924,92.4
0.025773729427595485,0.8613569321533924,92.3
0.026291274195217887,0.8613569321533924,92.2
0.026601801055791324,0.8613569321533924,92.1
0.027222854776938206,0.8613569321533924,92.0
0.027740399544560604,0.8613569321533924,91.9
0.028671980126280923,0.8613569321533924,91.6
0.02950005175447676,0.8613569321533924,91.5
0.029707069661525722,0.8613569321533924,91.4
0.03022461442914812,0.8613569321533924,91.3
0.03063865024324604,0.8613569321533924,91.2
0.030845668150295002,0.8613569321533924,91.1
0.030949177103819482,0.8613569321533924,90.9
0.03115619501086844,0.8613569321533924,90.7
0.03157023082496636,0.8613569321533924,90.6
0.03219128454611324,0.8613569321533924,90.5
0.0323983024531622,0.8643067846607669,90.4
0.03260532036021116,0.8643067846607669,90.3
0.032708829313735636,0.8643067846607669,90.2
0.03301935617430908,0.8643067846607669,90.1
0.03488251733774971,0.8643067846607669,90.0
0.035503571058896594,0.8643067846607669,89.9
0.03581409791947003,0.8643067846607669,89.8
0.035917606872994515,0.8643067846607669,89.7
0.03674567850119035,0.8643067846607669,89.6
0.036849187454714834,0.8643067846607669,89.5
0.037263223268812755,0.8643067846607669,89.4
0.03757375012938619,0.8643067846607669,89.3
0.03767725908291067,0.8643067846607669,89.2
0.03809129489700859,0.8643067846607669,89.1
0.038194803850533074,0.8643067846607669,89.0
0.03881585757167995,0.8643067846607669,88.8
0.03985094710692475,0.8643067846607669,88.7
0.040264982921022666,0.8643067846607669,88.6
0.040472000828071626,0.8643067846607669,88.5
0.04088603664216955,0.8643067846607669,88.4
0.04109305454921851,0.8643067846607669,88.3
0.04150709036331643,0.8643067846607669,88.2
0.04202463513093883,0.8643067846607669,88.1
0.04285270675913466,0.8643067846607669,88.0
0.04357726943380603,0.8643067846607669,87.9
0.043887796294379465,0.8643067846607669,87.8
0.044301832108477386,0.8643067846607669,87.6
0.04492288582962426,0.8643067846607669,87.4
0.045957975364869064,0.8643067846607669,87.2
0.0462685022254425,0.8643067846607669,87.1
0.04647552013249146,0.8643067846607669,86.9
0.04699306490011386,0.8643067846607669,86.8
0.04854569920298106,0.8643067846607669,86.7
0.04864920815650554,0.8643067846607669,86.6
0.04927026187765242,0.8643067846607669,86.5
0.04947727978470138,0.8643067846607669,86.4
0.04978780664527482,0.8643067846607669,86.2
0.04989131559879929,0.8672566371681416,86.1
0.050305351412897215,0.8672566371681416,86.0
0.05082289618051961,0.8672566371681416,85.9
0.050926405134044096,0.8672566371681416,85.8
0.051443949901666494,0.8672566371681416,85.7
0.05175447676223993,0.8702064896755162,85.6
0.052272021529862336,0.8731563421828908,85.5
0.052996584204533695,0.8731563421828908,85.4
0.053928164786254014,0.8731563421828908,85.3
0.05413518269330297,0.8731563421828908,85.2
0.05444570955387641,0.8731563421828908,85.1
0.05485974536797433,0.8761061946902655,85.0
0.05537729013559673,0.8761061946902655,84.9
0.05558430804264569,0.8761061946902655,84.8
0.05579132594969465,0.8790560471976401,84.7
0.05630887071731705,0.8790560471976401,84.6
0.05641237967084153,0.8820058997050148,84.5
0.056929924438463925,0.8820058997050148,84.4
0.057343960252561846,0.8820058997050148,84.3
0.057861505020184244,0.8820058997050148,84.2
0.058275540834282165,0.8820058997050148,84.1
0.05879308560190456,0.8820058997050148,84.0
0.059207121416002484,0.8820058997050148,83.9
0.05951764827657592,0.8820058997050148,83.8
0.05972466618362488,0.8820058997050148,83.7
0.059828175137149366,0.8820058997050148,83.6
0.060345719904771764,0.8820058997050148,83.5
0.061898354207638964,0.8820058997050148,83.4
0.06407204223165304,0.8820058997050148,83.3
0.06458958699927543,0.8820058997050148,83.2
0.06500362281337335,0.8820058997050148,83.1
0.0653141496739468,0.8820058997050148,83.0
0.06624573025566712,0.8820058997050148,82.9
0.06676327502328952,0.8820058997050148,82.8
0.06697029293033847,0.8820058997050148,82.7
0.0673843287444364,0.8820058997050148,82.6
0.0679018735120588,0.8820058997050148,82.5
0.06810889141910775,0.8820058997050148,82.4
0.06841941827968119,0.8820058997050148,82.3
0.06914398095435255,0.8820058997050148,82.2
0.06976503467549942,0.8820058997050148,82.0
0.06997205258254839,0.8820058997050148,81.9
0.07100714211779319,0.8820058997050148,81.7
0.07121416002484215,0.8820058997050148,81.6
0.07131766897836662,0.8820058997050148,81.5
0.07162819583894006,0.8820058997050148,81.4
0.07183521374598903,0.8820058997050148,81.3
0.07224924956008695,0.8820058997050148,81.2
0.07318083014180726,0.8820058997050148,81.1
0.07338784804885623,0.8820058997050148,81.0
0.0734913570023807,0.8820058997050148,80.9
0.07380188386295415,0.8820058997050148,80.8
0.07452644653762551,0.8820058997050148,80.7
0.07483697339819895,0.8820058997050148,80.6
0.07525100921229687,0.8820058997050148,80.5
0.07576855397991926,0.8820058997050148,80.4
0.07649311665459062,0.8820058997050148,80.3
0.07680364351516406,0.8820058997050148,80.2
0.07690715246868854,0.8849557522123894,80.1
0.0797018942138495,0.8849557522123894,80.0
0.07980540316737397,0.8849557522123894,79.9
0.08042645688852086,0.8849557522123894,79.7
0.08052996584204533,0.8849557522123894,79.6
0.08125452851671669,0.8849557522123894,79.5
0.08156505537729014,0.8849557522123894,79.4
0.0817720732843391,0.8849557522123894,79.3
0.08208260014491253,0.8849557522123894,79.2
0.0822896180519615,0.8849557522123894,79.1
0.0833247075872063,0.8849557522123894,78.9
0.08373874340130422,0.8849557522123894,78.8
0.08394576130835317,0.8849557522123894,78.7
0.08456681502950006,0.8849557522123894,78.5
0.08529137770417142,0.8849557522123894,78.4
0.08560190456474485,0.8849557522123894,78.3
0.08601594037884278,0.8849557522123894,78.2
0.08653348514646517,0.8849557522123894,78.1
0.08777559258875893,0.8849557522123894,77.9
0.08860366421695477,0.8849557522123894,77.8
0.08912120898457716,0.8849557522123894,77.7
0.08932822689162613,0.8849557522123894,77.5
0.09046682538039541,0.8849557522123894,77.4
0.09108787910154229,0.8849557522123894,77.3
0.09119138805506677,0.8849557522123894,77.2
0.09139840596211572,0.8849557522123894,77.1
0.09191595072973813,0.8849557522123894,77.0
0.09274402235793396,0.8849557522123894,76.8
0.09657385363833972,0.8849557522123894,76.7
0.09709139840596212,0.8849557522123894,76.6
0.09750543422006004,0.8849557522123894,76.4
0.09874754166235379,0.8849557522123894,76.1
0.0992650864299762,0.887905604719764,76.0
0.09957561329054963,0.887905604719764,75.9
0.10009315805817204,0.887905604719764,75.8
0.10019666701169651,0.887905604719764,75.7
0.10050719387226995,0.887905604719764,75.6
0.10133526550046579,0.887905604719764,75.4
0.10154228340751476,0.887905604719764,75.2
0.10195631922161268,0.887905604719764,75.1
0.10257737294275955,0.887905604719764,74.9
0.1027843908498085,0.8908554572271387,74.8
0.10392298933857778,0.8908554572271387,74.7
0.10485456992029811,0.8908554572271387,74.6
0.10526860573439603,0.8908554572271387,74.5
0.1058896594555429,0.8908554572271387,74.4
0.10609667736259186,0.8908554572271387,74.3
0.10620018631611634,0.8908554572271387,74.2
0.10682124003726322,0.8908554572271387,74.1
0.10733878480488562,0.8908554572271387,74.0
0.10764931166545906,0.8908554572271387,73.9
0.10775282061898354,0.8908554572271387,73.8
0.10837387434013042,0.8908554572271387,73.7
0.10858089224717939,0.8908554572271387,73.6
0.10889141910775282,0.8908554572271387,73.5
0.11220370562053618,0.8908554572271387,73.4
0.11241072352758513,0.8938053097345132,73.3
0.11303177724873202,0.8938053097345132,73.2
0.11385984887692785,0.8938053097345132,73.1
0.11427388469102577,0.8938053097345132,73.0
0.11468792050512369,0.8967551622418879,72.9
0.11499844736569713,0.8967551622418879,72.8
0.11561950108684402,0.8997050147492626,72.7
0.11624055480799089,0.8997050147492626,72.5
0.11634406376151538,0.8997050147492626,72.4
0.11655108166856433,0.8997050147492626,72.3
0.11706862643618673,0.9026548672566371,72.2
0.11768968015733361,0.9026548672566371,72.0
0.11810371597143153,0.9026548672566371,71.9
0.11851775178552945,0.9026548672566371,71.7
0.11882827864610289,0.9026548672566371,71.6
0.1193458234137253,0.9026548672566371,71.5
0.12007038608839665,0.9026548672566371,71.4
0.1202774039954456,0.9026548672566371,71.3
0.12058793085601904,0.9026548672566371,71.2
0.12245109201945968,0.9026548672566371,70.9
0.12265810992650865,0.9026548672566371,70.8
0.12296863678708209,0.9026548672566371,70.7
0.12358969050822896,0.9026548672566371,70.6
0.12400372632232688,0.9026548672566371,70.5
0.12452127108994929,0.9026548672566371,70.4
0.12462478004347376,0.9026548672566371,70.3
0.12503881585757168,0.9026548672566371,70.2
0.12524583376462065,0.9056047197640118,70.1
0.12866162923092847,0.9056047197640118,70.0
0.12928268295207535,0.9056047197640118,69.9
0.12990373667322225,0.9056047197640118,69.6
0.13052479039436912,0.9056047197640118,69.5
0.13124935306904048,0.9056047197640118,69.4
0.1315598799296139,0.9056047197640118,69.3
0.13197391574371184,0.9056047197640118,69.2
0.13228444260428526,0.9056047197640118,69.1
0.13280198737190768,0.9056047197640118,69.0
0.13342304109305456,0.9056047197640118,68.8
0.13383707690715246,0.9056047197640118,68.7
0.13456163958182382,0.9056047197640118,68.6
0.13497567539592176,0.9056047197640118,68.5
0.13601076493116654,0.9056047197640118,68.3
0.13611427388469102,0.9056047197640118,68.2
0.13632129179174,0.9056047197640118,68.1
0.13725287237346032,0.9056047197640118,68.0
0.13756339923403374,0.9085545722713865,67.9
0.13818445295518061,0.9085545722713865,67.7
0.1382879619087051,0.9085545722713865,67.6
0.13870199772280303,0.9085545722713865,67.5
0.13911603353690094,0.9085545722713865,67.3
0.1398405962115723,0.9085545722713865,67.2
0.14025463202567023,0.9085545722713865,67.1
0.1408756857468171,0.9085545722713865,67.0
0.14149673946796398,0.9085545722713865,66.8
0.14532657074836974,0.9085545722713865,66.7
0.14553358865541868,0.9085545722713865,66.6
0.14594762446951662,0.9085545722713865,66.5
0.14615464237656559,0.9085545722713865,66.4
0.1469827140047614,0.9085545722713865,66.2
0.14729324086533485,0.9085545722713865,66.0
0.14750025877238382,0.9085545722713865,65.9
0.14781078563295724,0.9085545722713865,65.8
0.14822482144705518,0.9085545722713865,65.7
0.14843183935410412,0.9085545722713865,65.6
0.14905289307525102,0.9085545722713865,65.5
0.14915640202877548,0.9085545722713865,65.4
0.14977745574992238,0.9085545722713865,65.2
0.15060552737811822,0.9085545722713865,65.1
0.15101956319221613,0.9085545722713865,64.9
0.15226167063450988,0.9085545722713865,64.7
0.1526757064486078,0.9085545722713865,64.6
0.1527792154021323,0.9085545722713865,64.5
0.1532967601697547,0.9085545722713865,64.4
0.15391781389090156,0.9085545722713865,64.3
0.15443535865852395,0.911504424778761,64.2
0.1547458855190974,0.911504424778761,64.1
0.1552634302867198,0.911504424778761,64.0
0.15547044819376876,0.911504424778761,63.9
0.1557809750543422,0.911504424778761,63.8
0.15588448400786667,0.911504424778761,63.7
0.15660904668253803,0.911504424778761,63.6
0.15754062726425835,0.911504424778761,63.5
0.1599213331953214,0.911504424778761,63.4
0.16012835110237036,0.911504424778761,63.3
0.1609564227305662,0.911504424778761,63.1
0.16168098540523757,0.911504424778761,63.0
0.161991512265811,0.911504424778761,62.9
0.16261256598695786,0.911504424778761,62.8
0.16323361970810474,0.9144542772861357,62.7
0.16333712866162922,0.9174041297935103,62.6
0.1635441465686782,0.9174041297935103,62.5
0.164579236103923,0.9174041297935103,62.3
0.16468274505744748,0.9174041297935103,62.2
0.1649932719180209,0.9174041297935103,62.1
0.1655108166856433,0.9174041297935103,62.0
0.16623537936031466,0.9174041297935103,61.9
0.1670634509885105,0.9174041297935103,61.7
0.16830555843080428,0.9174041297935103,61.5
0.1696511748266225,0.9174041297935103,61.4
0.17047924645481835,0.9174041297935103,61.2
0.17058275540834283,0.9174041297935103,61.1
0.17161784494358762,0.9174041297935103,60.9
0.17254942552530794,0.9174041297935103,60.8
0.17296346133940585,0.9174041297935103,60.7
0.17451609564227305,0.9174041297935103,60.4
0.17513714936341993,0.9174041297935103,60.2
0.17565469413104234,0.9174041297935103,60.1
0.17896698064382568,0.9174041297935103,60.0
0.17958803436497256,0.9174041297935103,59.9
0.18051961494669289,0.9174041297935103,59.8
0.18083014180726634,0.9203539823008849,59.7
0.18165821343546218,0.9203539823008849,59.5
0.18238277611013354,0.9203539823008849,59.4
0.18321084773832935,0.9203539823008849,59.3
0.1835213745989028,0.9203539823008849,59.2
0.18372839250595177,0.9203539823008849,59.1
0.18424593727357416,0.9203539823008849,59.0
0.1845564641341476,0.9203539823008849,58.9
0.1851775178552945,0.9203539823008849,58.8
0.1854880447158679,0.9203539823008849,58.7
0.18621260739053927,0.9203539823008849,58.6
0.1866266432046372,0.9203539823008849,58.5
0.18786875064693095,0.9203539823008849,58.3
0.1881792775075044,0.9203539823008849,58.2
0.1885933133216023,0.9203539823008849,58.1
0.18962840285684712,0.9203539823008849,57.9
0.190249456577994,0.9203539823008849,57.8
0.1912845461132388,0.9203539823008849,57.6
0.19169858192733671,0.9203539823008849,57.5
0.19263016250905704,0.9203539823008849,57.4
0.1933547251837284,0.9203539823008849,57.3
0.1937687609978263,0.9203539823008849,57.2
0.1938722699513508,0.9203539823008849,57.1
0.19459683262602215,0.9233038348082596,57.0
0.1949073594865956,0.9233038348082596,56.9
0.19552841320774247,0.9233038348082596,56.8
0.19718455646413416,0.9233038348082596,56.7
0.19759859227823207,0.9233038348082596,56.6
0.19790911913880552,0.9233038348082596,56.5
0.19832315495290342,0.9233038348082596,56.4
0.19884069972052582,0.9233038348082596,56.3
0.19925473553462375,0.9233038348082596,56.1
0.19977228030224614,0.9233038348082596,56.0
0.19987578925577063,0.9233038348082596,55.9
0.2004968429769175,0.9233038348082596,55.8
0.20070386088396647,0.9233038348082596,55.7
0.20080736983749095,0.9233038348082596,55.6
0.20122140565158886,0.9233038348082596,55.5
0.20173895041921125,0.9233038348082596,55.4
0.2024635130938826,0.9233038348082596,55.3
0.20277403995445606,0.9233038348082596,55.2
0.20318807576855397,0.9233038348082596,55.1
0.20380912948970087,0.9233038348082596,55.0
0.20432667425732326,0.9233038348082596,54.9
0.20474071007142117,0.9233038348082596,54.8
0.20494772797847013,0.9233038348082596,54.7
0.20546527274609253,0.9262536873156342,54.6
0.20598281751371494,0.9262536873156342,54.5
0.20784597867715557,0.9262536873156342,54.2
0.2086740503053514,0.9262536873156342,54.1
0.20929510402649829,0.9262536873156342,54.0
0.20960563088707174,0.9262536873156342,53.9
0.21043370251526758,0.9262536873156342,53.8
0.21105475623641445,0.9262536873156342,53.7
0.21146879205051236,0.9262536873156342,53.6
0.2117793189110858,0.9262536873156342,53.5
0.21364248007452644,0.9262536873156342,53.4
0.21416002484214886,0.9262536873156342,53.3
0.21509160542386915,0.9262536873156342,53.2
0.2154021322844426,0.9262536873156342,53.1
0.2158161680985405,0.9262536873156342,53.0
0.2174723113549322,0.9262536873156342,52.8
0.21809336507607907,0.9262536873156342,52.7
0.21840389193665252,0.9262536873156342,52.6
0.2189214367042749,0.9262536873156342,52.5
0.21964599937894627,0.9262536873156342,52.4
0.22026705310009315,0.9262536873156342,52.3
0.22078459786771557,0.9262536873156342,52.2
0.22119863368181347,0.9262536873156342,52.1
0.22150916054238692,0.9262536873156342,52.0
0.22181968740296035,0.9292035398230089,51.9
0.22244074112410722,0.9292035398230089,51.8
0.22295828589172964,0.9292035398230089,51.7
0.22337232170582755,0.9292035398230089,51.6
0.22357933961287652,0.9292035398230089,51.5
0.22388986647344997,0.9292035398230089,51.4
0.22399337542697442,0.9292035398230089,51.3
0.22492495600869475,0.9321533923303835,51.2
0.2261670634509885,0.9321533923303835,51.0
0.22668460821861092,0.9321533923303835,50.9
0.22699513507918434,0.9321533923303835,50.8
0.22782320670738018,0.9321533923303835,50.7
0.22844426042852706,0.9321533923303835,50.5
0.228858296242625,0.9321533923303835,50.4
0.22937584101024738,0.9321533923303835,50.3
0.2308249663595901,0.9321533923303835,50.1
0.2313425111272125,0.9321533923303835,50.0
0.2319635648483594,0.9321533923303835,49.9
0.23248110961598178,0.9321533923303835,49.8
0.2334126901977021,0.9321533923303835,49.7
0.23372321705827553,0.9321533923303835,49.6
0.23413725287237347,0.9321533923303835,49.5
0.2344477797329469,0.9321533923303835,49.4
0.23465479763999586,0.9321533923303835,49.3
0.23527585136114273,0.9321533923303835,49.2
0.2354828692681917,0.9321533923303835,49.1
0.23631094089638754,0.9321533923303835,49.0
0.23724252147810784,0.9321533923303835,48.9
0.2375530483386813,0.9321533923303835,48.8
0.23807059310630369,0.9321533923303835,48.7
0.2386916468274506,0.9321533923303835,48.6
0.23941620950212195,0.9321533923303835,48.5
0.24003726322326882,0.9321533923303835,48.4
0.24024428113031776,0.9351032448377581,48.3
0.2406583169444157,0.9380530973451328,48.2
0.24169340647966048,0.9380530973451328,48.1
0.24200393334023393,0.9380530973451328,48.0
0.2422109512472829,0.9380530973451328,47.9
0.2426249870613808,0.9380530973451328,47.8
0.24334954973605216,0.9380530973451328,47.7
0.24397060345719904,0.9380530973451328,47.6
0.24500569299244385,0.943952802359882,47.4
0.24552323776006624,0.943952802359882,47.3
0.24655832729531105,0.943952802359882,47.2
0.2473863989235069,0.943952802359882,47.0
0.2476969257840803,0.943952802359882,46.9
0.24821447055170273,0.943952802359882,46.8
0.2503881585757168,0.943952802359882,46.7
0.2509057033433392,0.943952802359882,46.6
0.2515267570644861,0.943952802359882,46.5
0.25173377497153504,0.943952802359882,46.4
0.25225131973915743,0.943952802359882,46.3
0.2529758824138288,0.943952802359882,46.2
0.25370044508850015,0.9469026548672567,46.1
0.2541144809025981,0.9469026548672567,46.0
0.25483904357726944,0.9469026548672567,45.9
0.25535658834489183,0.9469026548672567,45.8
0.2570127316012835,0.9469026548672567,45.6
0.25794431218300384,0.9469026548672567,45.5
0.2585653659041507,0.9469026548672567,45.4
0.25928992857882205,0.9469026548672567,45.3
0.25991098229996895,0.9469026548672567,45.2
0.26042852706759134,0.9469026548672567,45.1
0.2612565986957872,0.9469026548672567,45.0
0.2621881792775075,0.9469026548672567,44.9
0.2628092329986544,0.9469026548672567,44.7
0.2636373046268502,0.9469026548672567,44.6
0.26436186730152156,0.9469026548672567,44.5
0.2657074836973398,0.9469026548672567,44.4
0.2662250284649622,0.9469026548672567,44.3
0.26663906427906015,0.9469026548672567,44.2
0.2676741538143049,0.9469026548672567,44.1
0.26829520753545183,0.9469026548672567,44.0
0.2693302970706966,0.9469026548672567,43.9
0.269847841838319,0.9469026548672567,43.8
0.27005485974536797,0.9469026548672567,43.7
0.2703653866059414,0.9469026548672567,43.6
0.27057240451299036,0.9469026548672567,43.5
0.27253907462995547,0.9469026548672567,43.4
0.27336714625815134,0.9469026548672567,43.3
0.2740917089328227,0.9469026548672567,43.2
0.2746092537004451,0.9469026548672567,43.1
0.275230307421592,0.9469026548672567,43.0
0.2754373253286409,0.9469026548672567,42.9
0.27616188800331226,0.9469026548672567,42.8
0.27730048649208155,0.9469026548672567,42.7
0.27781803125970395,0.9469026548672567,42.6
0.2782320670738019,0.9469026548672567,42.5
0.27874961184142427,0.9469026548672567,42.4
0.27947417451609563,0.9469026548672567,42.3
0.2797847013766691,0.9469026548672567,42.2
0.2807162819583894,0.9469026548672567,42.1
0.2813373356795363,0.9469026548672567,42.0
0.28206189835420764,0.9469026548672567,41.9
0.28257944312183003,0.9469026548672567,41.8
0.2837180416105993,0.9469026548672567,41.7
0.28402856847117275,0.9469026548672567,41.6
0.2852706759134665,0.9469026548672567,41.4
0.28568471172756443,0.9469026548672567,41.3
0.28609874754166237,0.9469026548672567,41.1
0.28661629230928476,0.9469026548672567,41.0
0.2872373460304316,0.9469026548672567,40.9
0.2873408549839561,0.9469026548672567,40.8
0.28816892661215193,0.9469026548672567,40.7
0.2893075251009212,0.9469026548672567,40.6
0.28992857882206813,0.9469026548672567,40.5
0.29075665045026394,0.9469026548672567,40.3
0.2914812131249353,0.9469026548672567,40.2
0.293137356381327,0.9469026548672567,40.1
0.29334437428837595,0.9498525073746312,40.0
0.2934478832419004,0.9528023598820059,39.9
0.2940689369630473,0.9528023598820059,39.8
0.29479349963771867,0.9528023598820059,39.7
0.2951040264982921,0.9528023598820059,39.6
0.29582858917296345,0.9528023598820059,39.5
0.29644964289411035,0.9528023598820059,39.4
0.2973812234758307,0.9528023598820059,39.3
0.29862333091812443,0.9528023598820059,39.0
0.2992443846392713,0.9528023598820059,38.8
0.2997619294068937,0.9528023598820059,38.7
0.3001759652209916,0.9528023598820059,38.6
0.30090052789566296,0.9528023598820059,38.5
0.3019356174309078,0.9528023598820059,38.3
0.30255667115205465,0.9528023598820059,38.2
0.3029707069661526,0.9557522123893806,38.1
0.30317772487320155,0.9557522123893806,38.0
0.30462685022254427,0.9557522123893806,37.9
0.30514439499016666,0.9557522123893806,37.8
0.3053514128972156,0.9557522123893806,37.7
0.30597246661836247,0.9557522123893806,37.6
0.30628299347893595,0.9557522123893806,37.5
0.3072145740606562,0.9587020648967551,37.4
0.30824966359590106,0.9587020648967551,37.2
0.3094917710381948,0.9587020648967551,37.0
0.31073387848048856,0.9587020648967551,36.9
0.31125142324811095,0.9587020648967551,36.8
0.31383914708622296,0.9587020648967551,36.7
0.31446020080736986,0.9587020648967551,36.5
0.3150812545285167,0.9587020648967551,36.4
0.3159093261567126,0.9587020648967551,36.3
0.31642687092433497,0.9587020648967551,36.2
0.3172549425525308,0.9587020648967551,36.1
0.3181865231342511,0.9587020648967551,36.0
0.31849704999482453,0.9587020648967551,35.900000000000006
0.319014594762447,0.9587020648967551,35.8
0.31911810371597144,0.9587020648967551,35.7
0.31973915743711834,0.9587020648967551,35.599999999999994
0.3209812648794121,0.9587020648967551,35.5
0.3214988096470345,0.9587020648967551,35.400000000000006
0.32253389918227926,0.9587020648967551,35.3
0.3234654797639996,0.9587020648967551,35.2
0.32419004243867094,0.9587020648967551,35.099999999999994
0.3254321498809647,0.9587020648967551,34.900000000000006
0.3259496946485871,0.9587020648967551,34.8
0.3264672394162095,0.9616519174041298,34.7
0.3269847841838319,0.9616519174041298,34.599999999999994
0.32760583790497877,0.9616519174041298,34.5
0.3280198737190767,0.9616519174041298,34.400000000000006
0.32874443639374806,0.9616519174041298,34.3
0.3295725080219439,0.9616519174041298,34.2
0.3305040886036642,0.9616519174041298,34.099999999999994
0.33122865127833556,0.9616519174041298,34.0
0.33174619604595795,0.9616519174041298,33.900000000000006
0.33236724976710486,0.9616519174041298,33.8
0.3332988303488252,0.9616519174041298,33.7
0.3336093572093986,0.9616519174041298,33.599999999999994
0.334126901977021,0.9616519174041298,33.5
0.33702515267570643,0.9616519174041298,33.400000000000006
0.3375426974433288,0.9616519174041298,33.3
0.33826726011800023,0.9646017699115044,33.2
0.3388883138391471,0.9646017699115044,33.0
0.33909533174619605,0.9646017699115044,32.900000000000006
0.339509367560294,0.9646017699115044,32.8
0.3398198944208674,0.9646017699115044,32.7
0.3404409481420143,0.9646017699115044,32.599999999999994
0.3409584929096367,0.9646017699115044,32.5
0.34106200186316116,0.9646017699115044,32.400000000000006
0.34157954663078355,0.9646017699115044,32.3
0.34220060035193045,0.9646017699115044,32.2
0.34302867198012627,0.9646017699115044,32.099999999999994
0.3431321809336508,0.9646017699115044,32.0
0.34354621674774866,0.9646017699115044,31.900000000000006
0.3440637615153711,0.9646017699115044,31.799999999999997
0.3443742883759445,0.967551622418879,31.700000000000003
0.3450988510506159,0.967551622418879,31.599999999999994
0.3460304316323362,0.967551622418879,31.5
0.34675499430700757,0.967551622418879,31.400000000000006
0.3473760480281544,0.967551622418879,31.299999999999997
0.34830762860987474,0.967551622418879,31.200000000000003
0.3487216644239727,0.967551622418879,31.099999999999994
0.34923920919159507,0.967551622418879,31.0
0.3499637718662664,0.967551622418879,30.900000000000006
0.3501707897733154,0.967551622418879,30.799999999999997
0.3511023703550357,0.9705014749262537,30.700000000000003
0.3518269330297071,0.9705014749262537,30.599999999999994
0.35234447779732947,0.9705014749262537,30.5
0.3524479867508539,0.9705014749262537,30.400000000000006
0.3532760583790498,0.9705014749262537,30.299999999999997
0.3535865852396232,0.9705014749262537,30.200000000000003
0.3560708001242107,0.9734513274336283,30.099999999999994
0.35700238070593104,0.9734513274336283,29.900000000000006
0.35710588965945556,0.9734513274336283,29.799999999999997
0.35814097919470034,0.9734513274336283,29.700000000000003
0.35876203291584724,0.9734513274336283,29.599999999999994
0.35969361349756757,0.9734513274336283,29.5
0.3605216851257634,0.9734513274336283,29.400000000000006
0.3609357209398613,0.9734513274336283,29.299999999999997
0.3616602836145327,0.9734513274336283,29.200000000000003
0.36186730152158164,0.9734513274336283,29.099999999999994
0.362591864196253,0.9734513274336283,29.0
0.36352344477797327,0.9734513274336283,28.900000000000006
0.36435151640616914,0.9734513274336283,28.799999999999997
0.36528309698788947,0.9734513274336283,28.700000000000003
0.36549011489493843,0.9734513274336283,28.599999999999994
0.3662146775696098,0.976401179941003,28.5
0.36714625815133006,0.976401179941003,28.400000000000006
0.3676638029189525,0.976401179941003,28.299999999999997
0.3680778387330504,0.976401179941003,28.200000000000003
0.3686988924541973,0.976401179941003,28.099999999999994
